электрод каломельный	электрод каламельны	die Kalomelelektrode  
электрод хингидронный	электрод хінгідронны	die Chinhydronelektrode 
электролит	электраліт	das Elektrolyt 
электрометр капиллярный	капіляр-электро´мэтр	der Kapillarelektrometer 
электрометрический метод	электрамэтрычны мэтод	die elektrometrische Methode 
электропроводность	электраправоднасьць	die Elektrizitätsleitungsfähigkeit 
электротитрование	электратытрацыя, электратытраваньне	das elektrometrische Titrieren 
элювиальный горизонт 	пазем вымываньня, пазем элювіяльны	der Eluvialhorizont   
элювий	элюві	das Eluvium 
эмульсия	эмульсія	die Emulsion 
энергия поверхности	энэргія паверхні	die Oberflächenergie  
эоловый 	ветравы, эолёвы 	äolisch, von Wind und Wetter abhängig 
эпоха ледниковая	эпоха ледавіковая 	die Glacialepoche, Eiszeit 
эрозионный останец	эрозійны астанец 	die Erosionsrest  
эрозия 	эрозія, выяданьне	die Erosion  
эрратический валун 	эратычны, ледавіковы камень	der erratische Block   
ядро конденсации 	асяродак згушчэньня	der Kondensationskern, Kondensationsinhalt 
яма почвенная	яма глебавая	die Bodengrube 
